Location,Date,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Fully_Vacced_Percent
OR,12-21-2021,6699976,6540708,6164649,1812124,66.1
KS,12-21-2021,3963909,3883265,3639185,1131559,56.5
AR,12-21-2021,3730788,3671585,3447169,1092109,50.8
NV,12-21-2021,4223921,4172638,3929083,1083937,56.0
MI,12-21-2021,13697167,13426549,12731898,4083879,56.4
GU,12-21-2021,289809,285202,257549,41710,74.9
HI,12-21-2021,2183974,2135689,2006341,601585,62.9
MT,12-21-2021,1421649,1395147,1325920,469997,53.7
FL,12-21-2021,32981346,32593968,30949186,11045020,62.9
ND,12-21-2021,997371,976694,928165,283616,52.1
LA,12-21-2021,5519379,5478369,5200311,1621603,49.9
MP,12-21-2021,93224,87520,77654,7755,75.0
RI,12-21-2021,1900228,1855393,1747033,500624,75.8
OH,12-21-2021,15568579,15267505,14489828,4721938,54.9
OK,12-21-2021,5202912,5133864,4843280,1463370,53.1
MS,12-21-2021,3386881,3361078,3177888,1023649,48.0
NM,12-21-2021,3374523,3303041,3091117,916180,65.7
VA2,12-21-2021,6854934,6854746,6851741,3654650,0.0
WI,12-21-2021,8912998,8720538,8246000,2676948,61.5
CO,12-21-2021,9304573,9059405,8502519,2097881,65.7
AS,12-21-2021,74675,70694,58889,6282,67.4
AL,12-21-2021,5518826,5474705,5213440,1719157,47.2
US,12-21-2021,497375025,487445293,457907826,130257568,61.6
CA,12-21-2021,64201153,62761329,58405550,14194067,65.5
MH,12-21-2021,47571,47446,44355,2623,29.2
MA,12-21-2021,12659130,12286431,11536178,3002817,74.0
IA,12-21-2021,4522702,4430785,4189804,1397023,58.5
DE,12-21-2021,1543544,1517822,1429900,482448,63.5
DD2,12-21-2021,6823550,6781392,6444787,534518,0.0
FM,12-21-2021,83463,83382,81101,6427,42.1
TN,12-21-2021,8754033,8644938,8243710,2630464,51.0
MD,12-21-2021,10191054,9926763,9244905,2378949,69.9
IN,12-21-2021,8356364,8227141,7782280,2479984,51.7
MN,12-21-2021,8960730,8689622,8154826,2399593,65.0
ID,12-21-2021,1996310,0,1994526,656434,46.0
RP,12-21-2021,35744,35124,32484,4176,74.2
GA,12-21-2021,13020837,12842073,12092640,3241755,50.6
VI,12-21-2021,127649,126656,120859,36495,50.2
IL,12-21-2021,19403026,18894551,17691857,4790941,63.9
VA,12-21-2021,14143206,13743719,12841731,3359733,67.5
SD,12-21-2021,1234453,1208378,1138115,371961,56.5
WA,12-21-2021,12302096,12006595,11271656,2999414,67.4
CT,12-21-2021,6483509,6335279,5919438,1681046,74.2
BP2,12-21-2021,275206,275204,275204,8760,0.0
WY,12-21-2021,673362,664623,632765,214739,47.1
SC,12-21-2021,6580169,6498624,6174159,2121255,52.7
ND,12-20-2021,992825,972748,924396,283095,52.0
NM,12-20-2021,3369447,3298899,3087258,915624,65.7
MH,12-20-2021,47571,47446,44355,2623,29.2
MT,12-20-2021,1415254,1389330,1320268,468817,53.6
OR,12-20-2021,6688653,6530239,6154767,1810762,66.0
CT,12-20-2021,6472355,6325303,5909870,1679760,74.1
ID,12-20-2021,1994580,0,1992799,656200,46.0
CO,12-20-2021,9282678,9041542,8485591,2095260,65.6
AZ,12-20-2021,10261445,10080819,9438046,3039414,56.5
MD,12-20-2021,10150051,9896104,9216478,2374435,69.8
HI,12-20-2021,2153168,2108903,1980927,596173,62.6
TX,12-20-2021,39624081,38847969,35855417,8392418,56.4
WV,12-20-2021,3115943,3090263,2972373,1148827,71.6
VT,12-20-2021,1219694,1179645,1113772,361656,76.6
NY,12-20-2021,33199493,32550921,30654239,7793012,71.1
KY,12-20-2021,5772396,5677535,5381258,1666401,53.8
FL,12-20-2021,32914753,32532795,30890517,11032704,62.9
WY,12-20-2021,670562,662051,630306,214227,47.0
NV,12-20-2021,4216754,4166245,3923009,1083010,56.0
NH,12-20-2021,2293935,2256839,2123329,651272,66.4
SD,12-20-2021,1227865,1202600,1132584,371073,56.4
NC,12-20-2021,14536566,14250743,13437991,4027706,56.2
BP2,12-20-2021,275178,275176,275176,8759,0.0
AR,12-20-2021,3727987,3669057,3444754,1091694,50.8
AL,12-20-2021,5510359,5467083,5206160,1717837,47.2
VA,12-20-2021,14102443,13707459,12807695,3355152,67.5
GU,12-20-2021,289797,285192,257539,41710,74.9
LA,12-20-2021,5514929,5474083,5196282,1621018,49.9
IA,12-20-2021,4490986,4402137,4162512,1392080,58.4
MA,12-20-2021,12636329,12266145,11516665,2999827,74.0
SC,12-20-2021,6572005,6491126,6167014,2120057,52.7
PR,12-20-2021,5760018,5623988,5224964,1481746,76.4
MI,12-20-2021,13678183,13409343,12715622,4080550,56.3
DC,12-20-2021,1251842,1230946,1186368,233338,66.9
GA,12-20-2021,12939513,12768872,12023116,3229801,50.4
RP,12-20-2021,35744,35124,32484,4176,74.2
PA,12-20-2021,19725436,19325220,18293550,5859891,61.0
WI,12-20-2021,8902750,8711201,8237118,2675735,61.5
VI,12-20-2021,126921,126035,120276,36315,50.1
RI,12-20-2021,1897285,1852723,1744497,500332,75.7
MO,12-20-2021,7956385,7815035,7398615,2360459,52.7
OK,12-20-2021,5195897,5127563,4837326,1462568,53.0
KS,12-20-2021,3959782,3879573,3635770,1131098,56.5
IH2,12-20-2021,1986781,1946317,1791733,366360,38.9
MN,12-20-2021,8949458,8679378,8145060,2398453,65.0
WA,12-20-2021,12197506,11912109,11180972,2987171,67.3
FM,12-20-2021,83312,83243,80973,6415,42.0
AS,12-20-2021,74151,70388,58616,6225,67.3
CA,12-20-2021,64114995,62684124,58332668,14185268,65.5
NE,12-20-2021,2779855,2717560,2549434,779622,59.2
VA2,12-20-2021,6854842,6854654,6851649,3654594,0.0
OH,12-20-2021,15540819,15241872,14465578,4718081,54.9
NJ,12-20-2021,14549661,14249786,13315330,3460701,69.9
MS,12-20-2021,3386881,3361078,3177888,1023649,48.0
TN,12-20-2021,8695949,8591924,8192724,2619840,50.9
DD2,12-20-2021,6821347,6779207,6442818,534213,0.0
ME,12-20-2021,2426750,2365609,2242715,762004,75.1
DE,12-20-2021,1543502,1517780,1429858,482418,63.5
UT,12-20-2021,4381935,4263344,3893704,888992,57.9
MP,12-20-2021,92488,86952,77155,7727,74.6
IL,12-20-2021,19338365,18835101,17635035,4784925,63.8
AK,12-20-2021,1005845,981661,918096,204179,55.9
IN,12-20-2021,8344063,8215885,7771619,2478502,51.7
US,12-20-2021,496239573,486450304,456955064,130120132,61.5
FM,12-19-2021,82982,82914,80661,6390,42.0
DE,12-19-2021,1543487,1517769,1429847,482418,63.5
NC,12-19-2021,14507060,14224620,13413435,4023391,56.1
AR,12-19-2021,3723027,3664777,3440691,1090928,50.7
DD2,12-19-2021,6800388,6759653,6424677,531709,0.0
TN,12-19-2021,8695905,8591894,8192705,2619837,50.9
ME,12-19-2021,2425646,2364585,2241697,761748,75.1
MN,12-19-2021,8931302,8664187,8130684,2396686,64.9
OR,12-19-2021,6640093,6487224,6113652,1803541,65.9
MO,12-19-2021,7939463,7800190,7384428,2357909,52.6
CT,12-19-2021,6451487,6306562,5891779,1677140,74.1
NM,12-19-2021,3362938,3293301,3081945,914832,65.6
IA,12-19-2021,4490986,4402137,4162512,1392080,58.4
CO,12-19-2021,9253706,9016412,8461697,2092612,65.5
VA,12-19-2021,14058525,13669509,12771637,3350096,67.4
NE,12-19-2021,2779807,2717530,2549405,779615,59.2
AZ,12-19-2021,10239616,10062090,9420303,3035507,56.4
MP,12-19-2021,91904,86480,76711,7697,74.4
NY,12-19-2021,33116325,32477793,30584957,7781706,71.0
MS,12-19-2021,3386786,3360992,3177804,1023622,48.0
MD,12-19-2021,10132887,9881303,9202793,2372683,69.8
WV,12-19-2021,3115913,3090233,2972343,1148820,71.6
TX,12-19-2021,39561003,38794795,35806479,8385990,56.4
AL,12-19-2021,5503643,5460864,5200179,1716434,47.2
VA2,12-19-2021,6849491,6849303,6846298,3651962,0.0
CA,12-19-2021,63957628,62549391,58205919,14168556,65.4
ID,12-19-2021,1991735,0,1989954,655786,46.0
SD,12-19-2021,1227259,1202031,1132037,370901,56.4
PR,12-19-2021,5760013,5623983,5224959,1481743,76.4
HI,12-19-2021,2152593,2108362,1980404,596051,62.6
US,12-19-2021,495101938,485451444,456007055,129961321,61.4
MI,12-19-2021,13649069,13383436,12691017,4076321,56.3
VT,12-19-2021,1215357,1175985,1110319,361158,76.5
GA,12-19-2021,12939355,12768746,12022997,3229777,50.4
GU,12-19-2021,289232,284750,257122,41643,74.9
BP2,12-19-2021,275178,275176,275176,8759,0.0
AS,12-19-2021,74151,70388,58616,6225,67.3
NV,12-19-2021,4205214,4156035,3913330,1081267,55.9
SC,12-19-2021,6556777,6477643,6154134,2117370,52.7
OH,12-19-2021,15496132,15202900,14428436,4711671,54.8
LA,12-19-2021,5505617,5465735,5188436,1619497,49.9
IL,12-19-2021,19273828,18778500,17581123,4777003,63.8
PA,12-19-2021,19604078,19217184,18190107,5838265,60.8
MT,12-19-2021,1415239,1389323,1320261,468812,53.6
AK,12-19-2021,1005798,981627,918064,204171,55.9
VI,12-19-2021,126917,126031,120272,36312,50.1
UT,12-19-2021,4381911,4263327,3893687,888991,57.9
KY,12-19-2021,5761364,5667792,5372006,1664927,53.8
RI,12-19-2021,1890014,1846243,1738393,499505,75.6
IN,12-19-2021,8323769,8197930,7754614,2475793,51.7
MH,12-19-2021,47571,47446,44355,2623,29.2
WA,12-19-2021,12197481,11912088,11180953,2987167,67.3
DC,12-19-2021,1247466,1226787,1182363,233039,66.8
NH,12-19-2021,2289249,2252424,2119035,650548,66.4
ND,12-19-2021,992801,972745,924395,283095,52.0
FL,12-19-2021,32827218,32453857,30814811,11014379,62.8
RP,12-19-2021,35744,35124,32484,4176,74.2
MA,12-19-2021,12591134,12225462,11477645,2993895,73.9
IH2,12-19-2021,1986272,1945912,1791363,366301,38.9
WY,12-19-2021,670528,662017,630274,214215,47.0
OK,12-19-2021,5185919,5118473,4828673,1461075,53.0
WI,12-19-2021,8881565,8692844,8219557,2672520,61.4
NJ,12-19-2021,14523045,14226990,13293550,3457103,69.9
KS,12-19-2021,3951787,3872857,3629471,1130152,56.4
ME,12-18-2021,2425510,2364449,2241561,761683,75.1
MN,12-18-2021,8891896,8629193,8097158,2391883,64.8
PA,12-18-2021,19602357,19215463,18188426,5837633,60.8
GU,12-18-2021,289229,284747,257119,41640,74.9
CA,12-18-2021,63684710,62307357,57975188,14130196,65.3
DD2,12-18-2021,6800388,6759653,6424677,531709,0.0
MI,12-18-2021,13598154,13338064,12647468,4066175,56.2
NC,12-18-2021,14460353,14182655,13373468,4014520,56.1
AZ,12-18-2021,10204315,10030491,9389975,3027351,56.4
AK,12-18-2021,1005798,981627,918064,204171,55.9
SD,12-18-2021,1226531,1201425,1131456,370802,56.4
OH,12-18-2021,15430912,15143417,14370909,4697873,54.7
SC,12-18-2021,6531922,6454951,6132237,2111105,52.6
VT,12-18-2021,1209434,1170933,1105550,360392,76.3
MP,12-18-2021,91904,86480,76711,7697,74.4
CT,12-18-2021,6428439,6285556,5871428,1673667,74.0
WI,12-18-2021,8845379,8659941,8187778,2665639,61.4
AR,12-18-2021,3710504,3653688,3430009,1087871,50.7
VI,12-18-2021,126888,126009,120250,36307,50.1
KS,12-18-2021,3936725,3859814,3617046,1127592,56.3
CO,12-18-2021,9222224,8989246,8435635,2089272,65.4
AL,12-18-2021,5498460,5456157,5195582,1714955,47.2
RI,12-18-2021,1881508,1838440,1730884,498114,75.5
RP,12-18-2021,35324,34728,32088,4146,73.9
ND,12-18-2021,992615,972563,924222,283054,52.0
MA,12-18-2021,12535971,12174107,11428158,2986053,73.8
DE,12-18-2021,1543404,1517686,1429764,482393,63.5
FM,12-18-2021,82982,82914,80661,6390,42.0
LA,12-18-2021,5489381,5450528,5173766,1615609,49.8
MS,12-18-2021,3386613,3360837,3177653,1023554,48.0
WV,12-18-2021,3115670,3089990,2972100,1148693,71.6
BP2,12-18-2021,275178,275176,275176,8759,0.0
AS,12-18-2021,74151,70388,58616,6225,67.3
FL,12-18-2021,32739199,32371812,30734856,10990073,62.8
TN,12-18-2021,8695596,8591585,8192396,2619698,50.9
IH2,12-18-2021,1981448,1942060,1787783,365615,38.8
NV,12-18-2021,4189587,4141733,3899510,1078041,55.9
IL,12-18-2021,19174363,18686600,17492334,4758875,63.6
MD,12-18-2021,10105314,9857585,9180718,2369860,69.7
NH,12-18-2021,2286885,2250280,2116971,650216,66.3
DC,12-18-2021,1242901,1222395,1178055,232616,66.7
NE,12-18-2021,2779562,2717286,2549162,779496,59.2
HI,12-18-2021,2152322,2108098,1980150,595989,62.6
OK,12-18-2021,5167674,5101740,4812494,1457104,52.9
NM,12-18-2021,3350531,3282472,3071610,912762,65.6
UT,12-18-2021,4381821,4263237,3893597,888963,57.9
MH,12-18-2021,46898,46794,43977,2596,28.9
GA,12-18-2021,12938865,12768256,12022507,3229600,50.4
PR,12-18-2021,5759740,5623710,5224686,1481616,76.4
MO,12-18-2021,7908866,7772147,7357243,2351118,52.6
US,12-18-2021,493632529,484137026,454747836,129708694,61.4
KY,12-18-2021,5743412,5651204,5355915,1660994,53.7
WY,12-18-2021,670316,661836,630093,214133,47.0
NY,12-18-2021,32962600,32347163,30461023,7761315,70.9
VA2,12-18-2021,6830930,6830742,6827750,3644015,0.0
MT,12-18-2021,1415031,1389160,1320110,468782,53.6
WA,12-18-2021,12197154,11911784,11180651,2987063,67.3
NJ,12-18-2021,14477467,14188363,13256814,3451231,69.8
IA,12-18-2021,4490825,4401976,4162351,1392007,58.4
OR,12-18-2021,6640029,6487160,6113588,1803510,65.9
VA,12-18-2021,14009347,13624695,12728419,3341125,67.3
TX,12-18-2021,39447921,38696244,35713955,8369997,56.3
ID,12-18-2021,1985277,0,1983500,654237,46.0
IN,12-18-2021,8291024,8167638,7725425,2469193,51.7
OK,12-17-2021,5152576,5088186,4799333,1453433,52.9
VA2,12-17-2021,6811637,6811449,6808458,3634541,0.0
ME,12-17-2021,2412845,2353187,2230729,759456,75.0
MH,12-17-2021,46898,46794,43977,2596,28.9
DD2,12-17-2021,6789335,6749847,6415283,530656,0.0
WI,12-17-2021,8808797,8626703,8155480,2657659,61.3
OR,12-17-2021,6613277,6463648,6090809,1798764,65.8
RP,12-17-2021,35324,34728,32088,4146,73.9
NH,12-17-2021,2281805,2245440,2112219,649176,66.3
MA,12-17-2021,12480793,12123891,11379807,2977183,73.8
FL,12-17-2021,32642242,32282481,30648012,10962982,62.7
SC,12-17-2021,6516415,6440621,6118341,2107049,52.6
VA,12-17-2021,13938248,13565535,12671333,3329952,67.2
UT,12-17-2021,4381643,4263072,3893437,888918,57.9
SD,12-17-2021,1223475,1198828,1128960,370173,56.3
NE,12-17-2021,2772483,2711074,2543170,777915,59.2
MD,12-17-2021,10069773,9825917,9150234,2364529,69.7
PA,12-17-2021,19522780,19143826,18119297,5820611,60.7
ND,12-17-2021,989233,969519,921267,282416,51.9
NY,12-17-2021,32815837,32213523,30331770,7736164,70.8
LA,12-17-2021,5474498,5436502,5160176,1611318,49.8
BP2,12-17-2021,271957,271955,271955,8606,0.0
VT,12-17-2021,1203775,1166240,1101138,359633,76.1
IH2,12-17-2021,1975998,1937327,1783344,364669,38.8
AL,12-17-2021,5484057,5442757,5182531,1710876,47.1
IN,12-17-2021,8260272,8139644,7698229,2462550,51.6
DE,12-17-2021,1538132,1513145,1425385,481355,63.4
NJ,12-17-2021,14418159,14134184,13204539,3441608,69.7
MT,12-17-2021,1410833,1385321,1316426,467825,53.5
HI,12-17-2021,2152087,2107875,1979939,595949,62.6
WA,12-17-2021,12152607,11871582,11141708,2980107,67.2
DC,12-17-2021,1236846,1216830,1172618,232056,66.6
MI,12-17-2021,13550097,13295388,12606177,4055393,56.2
MN,12-17-2021,8857665,8599379,8068465,2386838,64.7
NC,12-17-2021,14409954,14137309,13330013,4004092,56.0
AR,12-17-2021,3702572,3646605,3423149,1085871,50.6
WV,12-17-2021,3115195,3089515,2971625,1148539,71.6
FM,12-17-2021,82982,82914,80661,6390,42.0
US,12-17-2021,491892649,482576334,453239686,129375430,61.3
KS,12-17-2021,3924069,3848992,3606674,1124996,56.3
IA,12-17-2021,4477182,4390069,4150912,1389146,58.4
NM,12-17-2021,3337895,3271126,3060706,910507,65.5
WY,12-17-2021,668645,660268,628577,213740,47.0
AZ,12-17-2021,10170701,10001602,9362260,3019113,56.3
ID,12-17-2021,1980133,0,1978399,652867,45.9
KY,12-17-2021,5728262,5637521,5342631,1657566,53.7
CA,12-17-2021,63453207,62099243,57774644,14094620,65.3
MP,12-17-2021,90780,85520,75819,7629,74.1
MO,12-17-2021,7883964,7750079,7335826,2345426,52.5
OH,12-17-2021,15365280,15083990,14313053,4683816,54.7
MS,12-17-2021,3386331,3360576,3177394,1023487,48.0
AK,12-17-2021,1003930,979954,916488,203834,55.8
NV,12-17-2021,4179236,4132233,3890309,1075644,55.8
TN,12-17-2021,8673544,8571001,8172315,2613881,50.8
GU,12-17-2021,288674,284352,256754,41585,74.8
GA,12-17-2021,12896743,12729817,11985280,3221197,50.4
PR,12-17-2021,5740046,5607930,5209248,1476712,76.2
VI,12-17-2021,126403,125637,119888,36191,50.0
RI,12-17-2021,1873619,1831094,1723793,496740,75.4
TX,12-17-2021,39332857,38596300,35618719,8349689,56.3
CO,12-17-2021,9193437,8963922,8411242,2085431,65.4
IL,12-17-2021,19072518,18593248,17401279,4739375,63.5
AS,12-17-2021,74151,70388,58616,6225,67.3
CT,12-17-2021,6402144,6261567,5848105,1669514,74.0
FL,12-16-2021,32567919,32214760,30582095,10942192,62.7
IN,12-16-2021,8230014,8112519,7671869,2455167,51.6
PA,12-16-2021,19371479,19012534,17992602,5787391,60.5
IA,12-16-2021,4461143,4376263,4137719,1385664,58.3
WA,12-16-2021,12104279,11829644,11101093,2972587,67.1
OK,12-16-2021,5135841,5072889,4784455,1449866,52.8
ID,12-16-2021,1974316,0,1972609,651280,45.9
AK,12-16-2021,1001669,978045,914695,203488,55.8
OH,12-16-2021,15319804,15044064,14274193,4672604,54.6
NE,12-16-2021,2755381,2696217,2528940,774344,59.0
DC,12-16-2021,1231252,1211544,1167437,231495,66.5
CT,12-16-2021,6375605,6237665,5824865,1665045,73.9
US,12-16-2021,490030849,480939876,451659264,129013980,61.2
MO,12-16-2021,7860343,7730184,7316524,2340331,52.4
AS,12-16-2021,73265,70042,58305,6163,67.2
MD,12-16-2021,10033390,9794544,9120190,2359462,69.6
RI,12-16-2021,1866175,1824309,1717216,495409,75.3
TX,12-16-2021,39181593,38467376,35495301,8323420,56.2
CO,12-16-2021,9159836,8933991,8382218,2080865,65.3
VI,12-16-2021,126099,125344,119605,36106,50.0
MA,12-16-2021,12422213,12072341,11329862,2968395,73.6
NJ,12-16-2021,14351800,14075165,13147496,3430210,69.6
MN,12-16-2021,8820702,8568027,8038320,2381103,64.6
OR,12-16-2021,6584937,6438111,6066052,1793216,65.7
KS,12-16-2021,3910890,3838014,3596156,1122395,56.2
SD,12-16-2021,1219474,1195408,1125659,369334,56.2
CA,12-16-2021,63218101,61893896,57577350,14060357,65.2
RP,12-16-2021,35041,34452,31812,4139,73.7
SC,12-16-2021,6501249,6426705,6104889,2103198,52.5
AZ,12-16-2021,10140601,9975787,9337478,3011820,56.2
DD2,12-16-2021,6776526,6738405,6404350,529487,0.0
NM,12-16-2021,3324530,3259577,3049582,907958,65.4
DE,12-16-2021,1533145,1508784,1421179,480332,63.3
VA,12-16-2021,13896642,13529845,12636940,3322088,67.1
NH,12-16-2021,2275497,2239567,2106482,647963,66.2
ME,12-16-2021,2399182,2341261,2219176,756703,74.8
VT,12-16-2021,1198877,1162471,1097544,358986,76.0
WV,12-16-2021,3104363,3080013,2962441,1145793,71.4
MI,12-16-2021,13498695,13250071,12562322,4043884,56.1
UT,12-16-2021,4361984,4247564,3878635,886893,57.7
WY,12-16-2021,666997,658735,627096,213407,46.9
NV,12-16-2021,4165243,4119606,3878108,1072717,55.7
IL,12-16-2021,18974384,18505927,17316490,4720812,63.3
MH,12-16-2021,46898,46794,43977,2596,28.9
FM,12-16-2021,82982,82914,80661,6390,42.0
IH2,12-16-2021,1969624,1932147,1778463,363755,38.7
TN,12-16-2021,8649467,8548992,8150890,2607871,50.8
VA2,12-16-2021,6792439,6792251,6789268,3625016,0.0
LA,12-16-2021,5460697,5423943,5147972,1607610,49.7
BP2,12-16-2021,271881,271879,271879,8606,0.0
NC,12-16-2021,14364927,14096908,13291268,3994740,55.9
GU,12-16-2021,287654,283627,256087,41501,74.6
GA,12-16-2021,12856591,12694054,11950604,3212902,50.3
HI,12-16-2021,2151776,2107583,1979656,595845,62.6
MT,12-16-2021,1405611,1380659,1311937,466633,53.4
WI,12-16-2021,8767000,8588974,8119366,2647645,61.2
PR,12-16-2021,5719920,5592232,5193809,1471955,76.1
AL,12-16-2021,5465558,5425525,5165720,1705092,47.0
MP,12-16-2021,90780,85520,75819,7629,74.1
ND,12-16-2021,986040,966880,918764,281834,51.8
AR,12-16-2021,3690809,3636546,3413487,1082986,50.5
MS,12-16-2021,3377622,3352626,3169677,1020873,48.0
KY,12-16-2021,5710932,5622027,5327614,1653223,53.6
NY,12-16-2021,32675432,32087017,30209074,7710057,70.7
MO,12-15-2021,7834180,7707939,7294907,2334632,52.3
NE,12-15-2021,2755242,2696085,2528809,774294,59.0
VT,12-15-2021,1194972,1159397,1094635,358444,75.8
VA2,12-15-2021,6774105,6773918,6770938,3615849,0.0
VI,12-15-2021,125388,124657,118961,35914,49.9
HI,12-15-2021,2151540,2107361,1979442,595789,62.6
FL,12-15-2021,32476162,32131604,30501201,10917092,62.6
GU,12-15-2021,286509,282832,255327,41432,74.5
IA,12-15-2021,4445277,4362148,4124142,1382051,58.2
IL,12-15-2021,18996806,18534029,17342961,4723052,63.5
US,12-15-2021,488296089,479459876,450226906,128657384,61.1
DE,12-15-2021,1528187,1504434,1416988,479205,63.2
TX,12-15-2021,39092205,38393067,35424418,8308045,56.1
LA,12-15-2021,5444169,5408679,5133246,1603038,49.7
SD,12-15-2021,1215722,1192266,1122664,368573,56.1
AL,12-15-2021,5460176,5420838,5161146,1703503,47.0
IN,12-15-2021,8198469,8084628,7644722,2447890,51.5
RP,12-15-2021,35041,34452,31812,4139,73.7
ND,12-15-2021,982970,964276,916235,281288,51.8
PA,12-15-2021,19368852,19010074,17990191,5786518,60.5
GA,12-15-2021,12816855,12659519,11917232,3205403,50.2
WI,12-15-2021,8727382,8554244,8085530,2638135,61.1
NH,12-15-2021,2272295,2236719,2103700,647424,66.2
CT,12-15-2021,6374882,6236956,5824165,1664836,73.9
OK,12-15-2021,5119102,5058028,4769981,1446095,52.7
TN,12-15-2021,8564176,8472840,8075830,2577952,50.5
AZ,12-15-2021,10107688,9947107,9310238,3003901,56.1
WV,12-15-2021,3104106,3079756,2962186,1145669,71.4
CO,12-15-2021,9127029,8905494,8354681,2075983,65.2
ID,12-15-2021,1969299,0,1967603,649834,45.8
AK,12-15-2021,998574,975570,912338,203072,55.7
CA,12-15-2021,62975652,61683778,57374751,14025138,65.0
PR,12-15-2021,5663004,5554665,5157178,1458918,75.6
UT,12-15-2021,4323177,4217630,3849889,881799,57.4
IH2,12-15-2021,1962848,1926693,1773289,362781,38.7
KS,12-15-2021,3892995,3822080,3580572,1118246,56.1
ME,12-15-2021,2386694,2330557,2208795,754357,74.7
OR,12-15-2021,6561512,6418176,6046739,1788462,65.6
SC,12-15-2021,6482500,6409774,6088454,2098128,52.4
AS,12-15-2021,73265,70042,58305,6163,67.2
MH,12-15-2021,46898,46794,43977,2596,28.9
WY,12-15-2021,662860,655042,623534,212388,46.7
NY,12-15-2021,32551013,31977932,30103686,7687495,70.7
MT,12-15-2021,1390359,1368468,1299971,461524,53.1
NV,12-15-2021,4154011,4109599,3868399,1070133,55.7
KY,12-15-2021,5693497,5606497,5312816,1649234,53.5
AR,12-15-2021,3680723,3627744,3404965,1080230,50.4
VA,12-15-2021,13842098,13483871,12592496,3312865,67.0
OH,12-15-2021,15260191,14991874,14223437,4659359,54.5
